Domain,Area,Element,Item,Year,Value
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2007","25565"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2008","25625"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2009","23219"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2010","21893"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2011","20978"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2012","21096"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2013","19542"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2014","21627"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2015","15095"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2016","7652"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","9402"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","7271"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","8066"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","9072"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","8043"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1961","234949"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1962","244999"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1963","240051"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1964","239961"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1965","245049"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1966","224815"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1967","245050"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1968","251967"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1969","247012"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1970","252045"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1971","260055"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1972","260221"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1973","310162"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1974","279917"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1975","340311"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1976","269009"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1977","270080"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1978","240279"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1979","270093"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1980","270383"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1981","280254"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1982","289855"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1983","290155"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1984","299465"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1985","329412"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1986","337838"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1987","337838"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1988","359375"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1989","400000"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1990","410256"
"Crops and livestock products","United States of America","Yield","Other vegetables, fresh n.e.c.","1991","424242"
